Class;Organism ;KM Value
3.2.1.21;Humicola insolens;2.45
3.2.1.21;Humicola insolens;2.48
3.2.1.21;Humicola insolens;2.48
3.2.1.21;Humicola insolens;2.48
3.2.1.21;Aspergillus oryzae;2.48
3.2.1.21;Saccharomyces cerevisiae;2.5
3.2.1.21;Lamium galeobdolon;2.5
3.2.1.21;Lamium galeobdolon;2.5
3.2.1.21;Lamium galeobdolon;2.5
3.2.1.21;Lamium galeobdolon;2.5
3.2.1.21;Lamium galeobdolon;2.5
3.2.1.21;Spodoptera frugiperda;2.6
3.2.1.21;Spodoptera frugiperda;2.6
3.2.1.21;Linum usitatissimum;2.6
3.2.1.21;Agrobacterium tumefaciens;2.61
3.2.1.21;Gelatoporia subvermispora;2.63
3.2.1.21;Thermotoga maritima;2.64
3.2.1.21;Thermothelomyces thermophilus;2.64
3.2.1.21;uncultured microorganism;2.65
3.2.1.21;Agrobacterium tumefaciens;2.7
3.2.1.21;Thermosphaera aggregans;2.8
3.2.1.21;Thermotoga petrophila;2.8
3.2.1.21;Sclerotinia sclerotiorum;2.8
3.2.1.21;Scytalidium lignicola;2.85
3.2.1.21;Spodoptera frugiperda;2.9
3.2.1.21;Eubacterium sp.;2.9
3.2.1.21;Agrobacterium tumefaciens;2.9
3.2.1.21;Trametes versicolor;2.94
3.2.1.21;Thermotoga naphthophila;2.95
3.2.1.21;Hordeum vulgare;3
3.2.1.21;Thermotoga petrophila;3.03
3.2.1.21;Athelia rolfsii;3.07
3.2.1.21;Thermosphaera aggregans;3.1
3.2.1.21;Agrobacterium tumefaciens;3.1
3.2.1.21;Chaetomium thermophilum;3.13
3.2.1.21;Lenzites trabea;3.22
3.2.1.21;Thermoascus aurantiacus;3.25
3.2.1.21;Thermosphaera aggregans;3.3
3.2.1.21;Melanocarpus sp.;3.3
3.2.1.21;Lenzites trabea;3.32
3.2.1.21;Chilo suppressalis;3.39
3.2.1.21;Halothermothrix orenii;3.5
3.2.1.21;Rhynchosciara americana;3.5
3.2.1.21;Manihot esculenta;3.56
3.2.1.21;Spodoptera frugiperda;3.6
3.2.1.21;Oryza sativa;3.6
3.2.1.21;uncultured microorganism;3.61
3.2.1.21;Sporotrichum pulverulentum;3.7
3.2.1.21;Rhizomucor miehei;3.7
3.2.1.21;Neotermes koshunensis;3.8
3.2.1.21;Bacillus subtilis;3.9
3.2.1.21;uncultured microorganism;3.93
3.2.1.21;uncultured microorganism;3.99
3.2.1.21;Bacillus halodurans;4
3.2.1.21;Weissella cibaria;4.04
3.2.1.21;Phanerochaete chrysosporium;4.06
3.2.1.21;Lamium galeobdolon;4.1
3.2.1.21;Lamium galeobdolon;4.1
3.2.1.21;Lamium galeobdolon;4.1
3.2.1.21;Lamium galeobdolon;4.1
3.2.1.21;Lamium galeobdolon;4.1
3.2.1.21;Avena sativa;4.13
3.2.1.21;Rhizomucor miehei;4.15
3.2.1.21;Terrabacter ginsenosidimutans;4.2
3.2.1.21;Thermotoga petrophila;4.3
3.2.1.21;Spodoptera frugiperda;4.4
3.2.1.21;Thermothelomyces heterothallicus;4.5
3.2.1.21;Hordeum vulgare;4.5
3.2.1.21;Sporotrichum pulverulentum;4.5
3.2.1.21;Thermococcus kodakarensis;4.6
3.2.1.21;Spodoptera frugiperda;4.7
3.2.1.21;Fomitopsis palustris;4.81
3.2.1.21;Thermus thermophilus;4.84
3.2.1.21;Spodoptera frugiperda;4.9
3.2.1.21;Spodoptera frugiperda;4.9
3.2.1.21;uncultured microorganism;5
3.2.1.21;Thermothelomyces heterothallicus;5
3.2.1.21;Agrobacterium tumefaciens;5
3.2.1.21;Kluyveromyces marxianus;5
3.2.1.21;Oryza sativa;5
3.2.1.21;Alternaria alternata;5
3.2.1.21;Plumeria obtusa;5.04
3.2.1.21;Phanerochaete chrysosporium;5.05
3.2.1.21;Talaromyces purpureogenus;5.1
3.2.1.21;Thermothelomyces heterothallicus;5.2
3.2.1.21;Avena sativa;5.21
3.2.1.21;Cellulomonas flavigena;5.25
3.2.1.21;Physarum polycephalum;5.26
3.2.1.21;Rhynchosciara americana;5.3
3.2.1.21;Dalbergia cochinchinensis;5.37
3.2.1.21;Agrobacterium tumefaciens;5.5
3.2.1.21;Pholiota adiposa;5.6
3.2.1.21;Thermomyces dupontii;5.7
3.2.1.21;Dalbergia cochinchinensis;5.78
3.2.1.21;Arabidopsis thaliana;5.8
3.2.1.21;Arabidopsis thaliana;5.8
3.2.1.21;Arabidopsis thaliana;5.8
3.2.1.21;Thermus thermophilus;6.05
3.2.1.21;Oryza sativa;6.06
3.2.1.21;uncultured microorganism;6.18
3.2.1.21;Spodoptera frugiperda;6.2
3.2.1.21;Spodoptera frugiperda;6.2
3.2.1.21;Stachybotrys sp.;6.2
3.2.1.21;Spodoptera frugiperda;6.3
3.2.1.21;Oryza sativa;6.3
3.2.1.21;Erinnyis ello;6.3
3.2.1.21;Hordeum vulgare;6.3
3.2.1.21;Thermosphaera aggregans;6.6
3.2.1.21;Lotus japonicus;6.6
3.2.1.21;Humicola insolens;6.63
3.2.1.21;Humicola insolens;6.63
3.2.1.21;Humicola insolens;6.63
3.2.1.21;Manihot esculenta;6.69
3.2.1.21;Agrobacterium tumefaciens;6.8
3.2.1.21;Candida sake;6.9
3.2.1.21;Agrobacterium tumefaciens;7
3.2.1.21;Cellulomonas flavigena;7.1
3.2.1.21;Thermotoga naphthophila;7.35
3.2.1.21;Erinnyis ello;7.4
3.2.1.21;uncultured microorganism;7.44
3.2.1.21;uncultured microorganism;7.65
3.2.1.21;uncultured microorganism;7.69
3.2.1.21;Agrobacterium tumefaciens;8
3.2.1.21;Hanseniaspora vineae;8
3.2.1.21;Spodoptera frugiperda;8.2
3.2.1.21;uncultured microorganism;8.21
3.2.1.21;Agrobacterium tumefaciens;8.3
3.2.1.21;Humicola insolens;8.44
3.2.1.21;Humicola insolens;8.44
3.2.1.21;Humicola insolens;8.44
3.2.1.21;Agrobacterium tumefaciens;8.5
3.2.1.21;Oryza sativa;8.7
3.2.1.21;Spodoptera frugiperda;9
3.2.1.21;Halothermothrix orenii;9
3.2.1.21;Paenibacillus sp.;9.1
3.2.1.21;Thermococcus kodakarensis;9.23
3.2.1.21;Physarum polycephalum;9.41
3.2.1.21;Arabidopsis thaliana;9.7
3.2.1.21;Arabidopsis thaliana;9.7
3.2.1.21;Arabidopsis thaliana;9.7
3.2.1.21;Oryza sativa;9.8
3.2.1.21;Spodoptera frugiperda;9.9
3.2.1.21;Halothermothrix orenii;10
3.2.1.21;Magnaporthe oryzae;10
3.2.1.21;Agrobacterium tumefaciens;10.1
3.2.1.21;Agrobacterium tumefaciens;10.14
3.2.1.21;Halothermothrix orenii;10.3
3.2.1.21;Avena sativa;10.34
3.2.1.21;Saccharolobus solfataricus;10.8
3.2.1.21;Apis mellifera;11.3
3.2.1.21;Halothermothrix orenii;11.9
3.2.1.21;Saccharomyces cerevisiae;11.92
3.2.1.21;Apis mellifera;12
3.2.1.21;Manihot esculenta;12.22
3.2.1.21;Anoxybacillus flavithermus subsp. yunnanensis;12.3
3.2.1.21;Agrobacterium tumefaciens;12.5
3.2.1.21;Paenibacillus polymyxa;13
3.2.1.21;Agrobacterium tumefaciens;13.1
3.2.1.21;uncultured microorganism;13.3
3.2.1.21;Agrobacterium tumefaciens;13.3
3.2.1.21;Oryza sativa;14.9
3.2.1.21;Oryza sativa;15.3
3.2.1.21;Alternaria alternata;16.6
3.2.1.21;Erinnyis ello;17
3.2.1.21;uncultured microorganism;17.6
3.2.1.21;Nakazawaea peltata;18
3.2.1.21;Thermotoga maritima;18.9
3.2.1.21;Wickerhamomyces anomalus;19.2
3.2.1.21;Agrobacterium tumefaciens;19.6
3.2.1.21;Alternaria alternata;20
3.2.1.21;Vanilla planifolia;20
3.2.1.21;Halothermothrix orenii;20.2
3.2.1.21;Pyrococcus furiosus;20.3
3.2.1.21;uncultured bacterium;20.4
3.2.1.21;Nakazawaea peltata;21
3.2.1.21;Agrobacterium tumefaciens;22.4
3.2.1.21;Halothermothrix orenii;23.2
3.2.1.21;Thermomyces dupontii;24
3.2.1.21;Thermotoga petrophila;25
3.2.1.21;Halothermothrix orenii;26.3
3.2.1.21;Halothermothrix orenii;29.1
3.2.1.21;Halothermothrix orenii;30.8
3.2.1.21;Penicillium citrinum;32.2
3.2.1.21;Thermoclostridium stercorarium;33
3.2.1.21;Kluyveromyces marxianus;33
3.2.1.21;uncultured microorganism;34.3
3.2.1.21;Nakazawaea peltata;35
3.2.1.21;Wickerhamomyces anomalus;37
3.2.1.21;Cellulomonas flavigena;37
3.2.1.21;Stachybotrys sp.;37.14
3.2.1.21;Nakazawaea peltata;39
3.2.1.21;Halothermothrix orenii;41.3
3.2.1.21;Thermotoga maritima;42.7
3.2.1.21;Wickerhamomyces anomalus;44.4
3.2.1.21;Candida sake;44.6
3.2.1.21;Alternaria alternata;50
3.2.1.21;Schwanniomyces vanrijiae;57.9
3.2.1.21;Kluyveromyces marxianus;64
3.2.1.21;Nakazawaea peltata;66
3.2.1.21;Aspergillus fischeri;68
3.2.1.21;Halothermothrix orenii;93.2
3.2.1.21;Paenibacillus polymyxa;100
3.2.1.21;Wickerhamomyces anomalus;100
3.2.1.21;Hanseniaspora vineae;110
3.2.1.21;Cellulomonas flavigena;114
3.2.1.22;Yersinia pestis;0.00135
3.2.1.22;Phanerochaete chrysosporium;0.03
3.2.1.22;Thermotoga maritima;0.075
3.2.1.22;Thermotoga maritima;0.08
3.2.1.22;Saccharolobus solfataricus;0.085
3.2.1.22;Saccharolobus solfataricus;0.085
3.2.1.22;Aspergillus terreus;0.1
3.2.1.22;Phanerochaete chrysosporium;0.16
3.2.1.22;Athelia rolfsii;0.16
3.2.1.22;Corynebacterium murisepticum;0.17
3.2.1.22;Bacteroides thetaiotaomicron;0.19
3.2.1.22;Bacteroides thetaiotaomicron;0.19
3.2.1.22;Phanerochaete chrysosporium;0.2
3.2.1.22;Bacteroides ovatus;0.2
3.2.1.22;Bacteroides ovatus;0.2
3.2.1.22;Geobacillus stearothermophilus;0.21
3.2.1.22;Phanerochaete chrysosporium;0.22
3.2.1.22;Solanum lycopersicum;0.22
3.2.1.22;Penicillium canescens;0.22
3.2.1.22;Arachis hypogaea;0.221
3.2.1.22;Geobacillus stearothermophilus;0.24
3.2.1.22;Athelia rolfsii;0.26
3.2.1.22;Bifidobacterium breve;0.27
3.2.1.22;Aspergillus terreus;0.28
3.2.1.22;Lupinus angustifolius;0.28
3.2.1.22;Caldanaerobius polysaccharolyticus;0.29
3.2.1.22;Rasamsonia emersonii;0.29
3.2.1.22;Diehliomyces microsporus;0.29
3.2.1.22;Phanerochaete chrysosporium;0.3
3.2.1.22;Bacteroides ovatus;0.3
3.2.1.22;Bacteroides ovatus;0.3
3.2.1.22;Bacteroides thetaiotaomicron;0.31
3.2.1.22;Bacteroides thetaiotaomicron;0.31
3.2.1.22;Debaryomyces hansenii;0.32
3.2.1.22;Bacteroides thetaiotaomicron;0.32
3.2.1.22;Bacteroides thetaiotaomicron;0.32
3.2.1.22;Aspergillus terreus;0.33
3.2.1.22;Rhizomucor miehei;0.36
3.2.1.22;Geobacillus stearothermophilus;0.38
3.2.1.22;Ganoderma lucidum;0.4
3.2.1.22;Bacteroides ovatus;0.4
3.2.1.22;Stachys affinis;0.42
3.2.1.22;Aspergillus terreus;0.42
3.2.1.22;Geobacillus stearothermophilus;0.44
3.2.1.22;Poterioochromonas malhamensis;0.45
3.2.1.22;Tachigali multijuga;0.45
3.2.1.22;Micrococcus sp.;0.47
3.2.1.22;Penicillium canescens;0.48
3.2.1.22;Penicillium canescens;0.49
3.2.1.22;Thermomyces lanuginosus;0.5
3.2.1.22;Yersinia pestis;0.51
3.2.1.22;Phlebia radiata;0.52
3.2.1.22;Talaromyces flavus;0.54
3.2.1.22;Solanum lycopersicum;0.54
3.2.1.22;Lupinus angustifolius;0.56
3.2.1.22;Penicillium canescens;0.61
3.2.1.22;Saccharopolyspora erythraea;0.65
3.2.1.22;Saccharopolyspora erythraea;0.65
3.2.1.22;Saccharopolyspora erythraea;0.65
3.2.1.22;Saccharopolyspora erythraea;0.65
3.2.1.22;Bifidobacterium breve;0.66
3.2.1.22;Phlebia radiata;0.69
3.2.1.22;Poterioochromonas malhamensis;0.71
3.2.1.22;Aspergillus ficuum;0.72
3.2.1.22;Thermotoga neapolitana;0.74
3.2.1.22;Glycine max;0.76
3.2.1.22;Monascus pilosus;0.8
3.2.1.22;Geobacillus stearothermophilus;0.83
3.2.1.22;Saccharum officinarum;0.83
3.2.1.22;Geobacillus stearothermophilus;0.84
3.2.1.22;Aspergillus ficuum;0.84
3.2.1.22;Cucurbita pepo;1
3.2.1.22;Bacillus sp. (in: Bacteria);1
3.2.1.22;Fusarium sp.;1.06
3.2.1.22;Carica papaya;1.09
3.2.1.22;Pleurotus floridanus;1.1
3.2.1.22;Aspergillus tamarii;1.3
3.2.1.22;Thielavia terrestris;1.31
3.2.1.22;Geobacillus stearothermophilus;1.33
3.2.1.22;Carica papaya;1.35
3.2.1.22;Carica papaya;1.36
3.2.1.22;Saccharopolyspora erythraea;1.4
3.2.1.22;Saccharopolyspora erythraea;1.4
3.2.1.22;Cucurbita pepo;1.4
3.2.1.22;Aspergillus ficuum;1.46
3.2.1.22;Micrococcus sp.;1.5
3.2.1.22;Vigna unguiculata;1.5
3.2.1.22;Glycine max;1.55
3.2.1.22;Vigna unguiculata;1.6
3.2.1.22;Spodoptera frugiperda;1.7
3.2.1.22;Fusarium sp.;1.75
3.2.1.22;Solanum lycopersicum;1.8
3.2.1.22;Aspergillus flavipes;1.89
3.2.1.22;Penicillium canescens;2
3.2.1.22;Corynebacterium murisepticum;2
3.2.1.22;Cucurbita pepo;2
3.2.1.22;Thermotoga maritima;2.1
3.2.1.22;Thermotoga maritima;2.1
3.2.1.22;Debaryomyces hansenii;2.12
3.2.1.22;Bifidobacterium breve;2.14
3.2.1.22;Sphingomonas sp.;2.2
3.2.1.22;Vigna unguiculata;2.2
3.2.1.22;Bacteroides ovatus;2.3
3.2.1.22;Aspergillus tamarii;2.3
3.2.1.22;Thermomyces lanuginosus;2.4
3.2.1.22;Solanum lycopersicum;2.4
3.2.1.22;Flavobacterium sp.;2.47
3.2.1.22;Solanum lycopersicum;2.7
3.2.1.22;Rhizopus sp.;2.9
3.2.1.22;Bispora sp.;3.1
3.2.1.22;Tenebrio molitor;3.2
3.2.1.22;Aspergillus tamarii;3.7
3.2.1.22;Aspergillus tamarii;3.8
3.2.1.22;Aspergillus tamarii;3.8
3.2.1.22;Geobacillus stearothermophilus;3.8
3.2.1.22;Solanum lycopersicum;3.8
3.2.1.22;Tenebrio molitor;3.8
3.2.1.22;Bifidobacterium breve;4.3
3.2.1.22;Tenebrio molitor;4.4
3.2.1.22;Cucurbita pepo;4.5
3.2.1.22;Vigna unguiculata;4.6
3.2.1.22;Phlebia radiata;4.7
3.2.1.22;Thermus sp. T2;4.7
3.2.1.22;Phlebia radiata;4.72
3.2.1.22;Spodoptera frugiperda;4.8
3.2.1.22;Vigna unguiculata;5
3.2.1.22;Solanum lycopersicum;5.3
3.2.1.22;Vigna unguiculata;5.3
3.2.1.22;Thermotoga neapolitana;5.32
3.2.1.22;Glycine max;5.34
3.2.1.22;Tachigali multijuga;5.37
3.2.1.22;Glycine max;5.53
3.2.1.22;Bacteroides ovatus;5.9
3.2.1.22;Saccharomyces pastorianus;6
3.2.1.22;Saccharomyces pastorianus;6
3.2.1.22;Tenebrio molitor;6.3
3.2.1.22;Stachys affinis;6.9
3.2.1.22;Spodoptera frugiperda;7.2
3.2.1.22;Phlebia radiata;7.59
3.2.1.22;Bacillus sp. (in: Bacteria);7.9
3.2.1.22;Phlebia radiata;7.9
3.2.1.22;Fusarium sp.;8.23
3.2.1.22;Solanum lycopersicum;8.4
3.2.1.22;Bacteroides ovatus;8.5
3.2.1.22;Geobacillus stearothermophilus;8.7
3.2.1.22;Debaryomyces hansenii;10.8
3.2.1.22;Vigna unguiculata;11
3.2.1.22;Thermomyces lanuginosus;11.3
3.2.1.22;Stachys affinis;11.8
3.2.1.22;Geobacillus stearothermophilus;12
3.2.1.22;Spodoptera frugiperda;12
3.2.1.22;Flavobacterium sp.;12.58
3.2.1.22;Micrococcus sp.;12.6
3.2.1.22;Saccharum officinarum;13
3.2.1.22;Flavobacterium sp.;14.76
3.2.1.22;Vigna unguiculata;15
3.2.1.22;Thermotoga neapolitana;15.11
3.2.1.22;Rhizomucor miehei;16.9
3.2.1.22;Geobacillus stearothermophilus;17.4
3.2.1.22;Bacteroides ovatus;20.8
3.2.1.22;Penicillium canescens;21
3.2.1.22;Bacillus sp. (in: Bacteria);24.1
3.2.1.22;Saccharum officinarum;25.9
3.2.1.22;Aspergillus tamarii;26.3
3.2.1.22;Rhizomucor miehei;27.6
3.2.1.22;Aspergillus tamarii;27.7
3.2.1.22;Sphingomonas sp.;29.4
3.2.1.22;Debaryomyces hansenii;32.8
3.2.1.22;Rhizopus sp.;33
3.2.1.22;Aspergillus tamarii;33.3
3.2.1.22;Penicillium canescens;34
3.2.1.22;Aspergillus tamarii;35.5
3.2.1.22;Cucurbita pepo;36.4
3.2.1.22;Geobacillus stearothermophilus;36.6
3.2.1.22;Saccharolobus solfataricus;37.4
3.2.1.22;Saccharolobus solfataricus;37.4
3.2.1.22;Tachigali multijuga;39.62
3.2.1.22;Penicillium canescens;44
3.2.1.22;Rhizomucor miehei;47.9
3.2.1.22;Tachigali multijuga;48.8
3.2.1.22;Fusarium sp.;54.26
3.2.1.22;Aspergillus tamarii;71.4
3.2.1.22;Aspergillus tamarii;72
3.2.1.22;Arachis hypogaea;80
3.2.1.22;Bacteroides ovatus;98.1
3.2.1.22;Arabidopsis thaliana;105
3.2.1.22;Geobacillus stearothermophilus;200
3.2.1.22;Geobacillus stearothermophilus;205
3.2.1.22;Geobacillus stearothermophilus;250
3.2.1.22;Geobacillus stearothermophilus;252
3.2.1.23;Xanthomonas phaseoli pv. manihotis;0.00008
3.2.1.23;Xanthomonas phaseoli pv. manihotis;0.002
3.2.1.23;Clostridium perfringens;0.031
3.2.1.23;Oryza sativa;0.032
3.2.1.23;Lactobacillus helveticus;0.0446
3.2.1.23;Xanthomonas phaseoli pv. manihotis;0.05
3.2.1.23;Clostridium perfringens;0.059
3.2.1.23;Clostridium perfringens;0.061
3.2.1.23;Clostridium perfringens;0.064
3.2.1.23;Caldicellulosiruptor saccharolyticus;0.1
3.2.1.23;Alicyclobacillus acidocaldarius;0.1
3.2.1.23;Alicyclobacillus acidocaldarius;0.11
3.2.1.23;Caldicellulosiruptor saccharolyticus;0.11
3.2.1.23;Alicyclobacillus acidocaldarius;0.12
3.2.1.23;Tenebrio molitor;0.14
3.2.1.23;Lactobacillus delbrueckii;0.16
3.2.1.23;Lactobacillus delbrueckii;0.17
3.2.1.23;Petunia x hybrida;0.182
3.2.1.23;Treponema phagedenis;0.29
3.2.1.23;Bispora sp.;0.31
3.2.1.23;Thermotoga maritima;0.33
3.2.1.23;Treponema phagedenis;0.36
3.2.1.23;Mus musculus;0.363
3.2.1.23;Lactobacillus delbrueckii;0.365
3.2.1.23;Thermoanaerobacterium thermosulfurigenes;0.37
3.2.1.23;Lactobacillus delbrueckii;0.371
3.2.1.23;Thermoanaerobacterium thermosulfurigenes;0.39
3.2.1.23;Bacteroides polypragmatus;0.43
3.2.1.23;Putranjiva roxburghii;0.46
3.2.1.23;Raphanus sativus;0.46
3.2.1.23;uncultured microorganism;0.47
3.2.1.23;Lactobacillus delbrueckii;0.479
3.2.1.23;uncultured microorganism;0.49
3.2.1.23;Putranjiva roxburghii;0.51
3.2.1.23;Putranjiva roxburghii;0.53
3.2.1.23;Aspergillus carbonarius;0.56
3.2.1.23;Putranjiva roxburghii;0.58
3.2.1.23;Hamamotoa singularis;0.58
3.2.1.23;Thermoanaerobacterium thermosulfurigenes;0.58
3.2.1.23;Arthrobacter sp.;0.6
3.2.1.23;Marchantia polymorpha;0.625
3.2.1.23;Phaseolus vulgaris;0.63
3.2.1.23;Putranjiva roxburghii;0.64
3.2.1.23;Thermoanaerobacterium thermosulfurigenes;0.64
3.2.1.23;uncultured microorganism;0.65
3.2.1.23;Rhizomucor sp.;0.66
3.2.1.23;Putranjiva roxburghii;0.68
3.2.1.23;Lactobacillus acidophilus;0.7
3.2.1.23;Arthrobacter sp.;0.7
3.2.1.23;Lactobacillus acidophilus;0.73
3.2.1.23;Lactobacillus acidophilus;0.73
3.2.1.23;Phaseolus vulgaris;0.74
3.2.1.23;uncultured microorganism;0.77
3.2.1.23;Arthrobacter sp.;0.8
3.2.1.23;Putranjiva roxburghii;0.81
3.2.1.23;uncultured microorganism;0.83
3.2.1.23;Putranjiva roxburghii;0.87
3.2.1.23;Lactobacillus plantarum WCFS1;0.9
3.2.1.23;Streptococcus pneumoniae;0.91
3.2.1.23;Lactobacillus delbrueckii;0.94
3.2.1.23;Petunia x hybrida;0.95
3.2.1.23;Trametes cinnabarina;0.95
3.2.1.23;uncultured microorganism;0.98
3.2.1.23;Lactobacillus delbrueckii;0.98
3.2.1.23;Penicillium canescens;1
3.2.1.23;Petunia x hybrida;1.05
3.2.1.23;Lactobacillus crispatus;1.16
3.2.1.23;Aspergillus carbonarius;1.16
3.2.1.23;Raphanus sativus;1.19
3.2.1.23;Caldicellulosiruptor saccharolyticus;1.2
3.2.1.23;Caldicellulosiruptor saccharolyticus;1.21
3.2.1.23;Raphanus sativus;1.27
3.2.1.23;uncultured microorganism;1.3
3.2.1.23;Rhizomucor sp.;1.32
3.2.1.23;Petunia x hybrida;1.33
3.2.1.23;Aspergillus carbonarius;1.6
3.2.1.23;Trichoderma reesei;1.65
3.2.1.23;Lactobacillus pentosus;1.67
3.2.1.23;Penicillium citrinum;1.7
3.2.1.23;Penicillium citrinum;1.7
3.2.1.23;Penicillium citrinum;1.7
3.2.1.23;uncultured soil bacterium;1.71
3.2.1.23;Penicillium chrysogenum;1.81
3.2.1.23;Averrhoa carambola;2
3.2.1.23;Rattus norvegicus;2
3.2.1.23;Paenibacillus macerans;2
3.2.1.23;Candida sp.;2.09
3.2.1.23;Streptococcus sp.;2.17
3.2.1.23;Streptococcus sp.;2.17
3.2.1.23;Aspergillus niger;2.21
3.2.1.23;uncultured microorganism;2.22
3.2.1.23;Pseudoalteromonas haloplanktis;2.4
3.2.1.23;Pseudoalteromonas haloplanktis;2.4
3.2.1.23;uncultured microorganism;2.43
3.2.1.23;Erythrina variegata;2.6
3.2.1.23;Bifidobacterium longum subsp. infantis;2.6
3.2.1.23;Arthrobacter sp.;2.62
3.2.1.23;Aspergillus carbonarius;2.63
3.2.1.23;Trichoderma reesei;2.66
3.2.1.23;Arthrobacter psychrolactophilus;2.7
3.2.1.23;Kluyveromyces marxianus;2.82
3.2.1.23;Lactobacillus plantarum;2.87
3.2.1.23;Geobacillus stearothermophilus;2.96
3.2.1.23;Geobacillus stearothermophilus;2.96
3.2.1.23;Arthrobacter sp.;3.15
3.2.1.23;Averrhoa carambola;3.3
3.2.1.23;uncultured soil bacterium;3.4
3.2.1.23;Achatina achatina;3.4
3.2.1.23;Kluyveromyces marxianus;3.45
3.2.1.23;Candida sp.;3.45
3.2.1.23;Arthrobacter sp.;3.46
3.2.1.23;Aspergillus niger;3.76
3.2.1.23;uncultured microorganism;3.93
3.2.1.23;Kluyveromyces marxianus;4
3.2.1.23;Kluyveromyces marxianus;4
3.2.1.23;Kluyveromyces marxianus;4
3.2.1.23;Lactobacillus acidophilus;4
3.2.1.23;Lactobacillus acidophilus;4.04
3.2.1.23;Lactobacillus acidophilus;4.04
3.2.1.23;Kluyveromyces marxianus;4.1
3.2.1.23;Kluyveromyces marxianus;4.1
3.2.1.23;Kluyveromyces marxianus;4.1
3.2.1.23;Bacillus coagulans;4.2
3.2.1.23;Averrhoa carambola;4.2
3.2.1.23;Bacillus coagulans;4.2
3.2.1.23;Streptococcus sp.;4.26
3.2.1.23;Thermoanaerobacter sp.;4.3
3.2.1.23;Corynebacterium murisepticum;4.4
3.2.1.23;uncultured soil bacterium;4.7
3.2.1.23;Kluyveromyces marxianus;4.7
3.2.1.23;Kluyveromyces marxianus;4.7
3.2.1.23;Kluyveromyces marxianus;4.7
3.2.1.23;Alicyclobacillus acidocaldarius;4.8
3.2.1.23;Thermomyces lanuginosus;4.8
3.2.1.23;Arthrobacter sp.;4.86
3.2.1.23;Raphanus sativus;4.87
3.2.1.23;Alicyclobacillus acidocaldarius;4.9
3.2.1.23;Mus musculus;4.94
3.2.1.23;Thermomyces lanuginosus;5
3.2.1.23;Arthrobacter sp.;5.11
3.2.1.23;Prunus persica;5.16
3.2.1.23;Alicyclobacillus acidocaldarius;5.2
3.2.1.23;Bispora sp.;5.22
3.2.1.23;Treponema phagedenis;5.4
3.2.1.23;Alicyclobacillus acidocaldarius;5.5
3.2.1.23;Bacillus coagulans;5.6
3.2.1.23;Arthrobacter sp.;5.75
3.2.1.23;Streptococcus sp.;5.88
3.2.1.23;Actinomyces viscosus;6
3.2.1.23;uncultured microorganism;6.18
3.2.1.23;Bacillus sp. (in: Bacteria);6.18
3.2.1.23;Streptococcus sp.;6.25
3.2.1.23;Oreochromis niloticus;6.25
3.2.1.23;uncultured soil bacterium;6.3
3.2.1.23;Bacillus sp. (in: Bacteria);6.34
3.2.1.23;Thermomyces lanuginosus;6.4
3.2.1.23;Lactobacillus plantarum;6.68
3.2.1.23;Achatina achatina;6.7
3.2.1.23;Kluyveromyces marxianus;7.1
3.2.1.23;Kluyveromyces marxianus;7.1
3.2.1.23;Kluyveromyces marxianus;7.1
3.2.1.23;Kluyveromyces marxianus;7.1
3.2.1.23;Kluyveromyces marxianus;7.1
3.2.1.23;Kluyveromyces marxianus;7.1
3.2.1.23;Alicyclobacillus acidocaldarius;7.3
3.2.1.23;uncultured microorganism;7.44
3.2.1.23;Arthrobacter sp.;7.5
3.2.1.23;uncultured microorganism;7.65
3.2.1.23;Raphanus sativus;7.79
3.2.1.23;uncultured microorganism;8.21
3.2.1.23;Raphanus sativus;8.55
3.2.1.23;Alicyclobacillus acidocaldarius;8.9
3.2.1.23;Bacteroides polypragmatus;9.09
3.2.1.23;Bacillus sp. (in: Bacteria);9.26
3.2.1.23;Bacillus sp. (in: Bacteria);9.35
3.2.1.23;Bacillus megaterium;9.5
3.2.1.23;Bacillus megaterium;9.5
3.2.1.23;Thermomyces dupontii;11
3.2.1.23;Thermomyces lanuginosus;11.3
3.2.1.23;Arthrobacter sp.;11.5
3.2.1.23;Arthrobacter sp.;11.5
3.2.1.23;Lactobacillus reuteri;12
3.2.1.23;Lactobacillus reuteri;12
3.2.1.23;uncultured soil bacterium;12.2
3.2.1.23;Bacillus megaterium;12.6
3.2.1.23;Arthrobacter sp.;12.7
3.2.1.23;Lactobacillus reuteri;13
3.2.1.23;Lactobacillus reuteri;13
3.2.1.23;uncultured microorganism;13.3
3.2.1.23;Lactobacillus crispatus;14.2
3.2.1.23;Corynebacterium murisepticum;16.7
3.2.1.23;Kluyveromyces marxianus;16.7
3.2.1.23;uncultured soil bacterium;17.6
3.2.1.23;Thermomyces lanuginosus;18.2
3.2.1.23;Alicyclobacillus acidocaldarius;18.2
3.2.1.23;Thermomyces dupontii;19
3.2.1.23;Trichoderma reesei;19.01
3.2.1.23;Arthrobacter sp.;19.4
3.2.1.23;Irpex lacteus;19.9
3.2.1.23;Thermomyces dupontii;21
3.2.1.23;Tenebrio molitor;21
3.2.1.23;Trichoderma reesei;21.68
3.2.1.23;Averrhoa carambola;21.7
3.2.1.23;Candida sp.;25
3.2.1.23;Penicillium citrinum;25
3.2.1.23;uncultured soil bacterium;27.1
3.2.1.23;Lactobacillus plantarum WCFS1;29
